towerid,Latitudine,Longitudine,active,eNb,seNb,status,type,Nomesito,contributo,Bande
GOHKYURVPE,44.0585853,12.556772,Non attivo,800373,Non presente,Non verificato,0,Rimini,SYSTEM,~B20~
QBXHAXCYFU,44.058095,12.555823,Attivo,800374,Non presente,Verificato,0,Rimini,Purple,~B3~~B20~
VTVXCXCIQO,44.0067826,12.534559,Attivo,800375,Non presente,Non verificato,0,Rimini,SYSTEM,~B20~
RSQUVRUAAX,44.036424,12.566933,Attivo,800376,Non presente,Verificato,0,Rimini,Purple,~B3~~B20~
VSHPCBFBMM,44.056726,12.536163,Attivo,800377,Non presente,Verificato,0,Rimini,Purple,~B3~
DBIREAHDJQ,44.0559586,12.523335,Attivo,800378,Non presente,Non verificato,0,Rimini,SYSTEM,~B20~
LSNMICLOBQ,44.053476,12.523644,Attivo,800379,Non presente,Verificato,0,Rimini,Purple,~B3~~B20~
SCRUMYLWEL,44.051388,12.567285,Non attivo,800380,Non presente,Non verificato,0,Rimini,SYSTEM,~B20~
ORCSWWQAKJ,44.0537838,12.5662567,Attivo,800381,Non presente,Verificato,0,Rimini,lucamonte,~B3~~B20~
PNKOXQSQVM,44.0614805,12.569957,Non attivo,800382,Non presente,Non verificato,0,Rimini,SYSTEM,~B20~
HKLUXWMTFO,44.0637066,12.5718566,Attivo,800383,Non presente,Verificato,0,Rimini,lucamonte,~B3~~B20~
EAEXBXOGCA,44.037663,12.604356,Attivo,800384,Non presente,Non verificato,0,Rimini,SYSTEM,~B20~
EYKGCMSFWM,44.0372915,12.604926,Attivo,800385,Non presente,Non verificato,0,Rimini,SYSTEM,~B3~~B20~
HFRFFHYKYF,44.042921,12.559248,Attivo,800386,Non presente,Verificato,0,Rimini,Purple,~B3~
FJIOGWWDBS,44.0952203,12.508671,Non attivo,800387,Non presente,Non verificato,0,Rimini,SYSTEM,~B20~
MIFQOCPJOF,44.1007706,12.5176734,Attivo,800388,Non presente,Verificato,0,Rimini,lucamonte,~B3~~B20~
KVJGGJTEBD,44.0516175,12.547116,Non attivo,800389,Non presente,Non verificato,0,Rimini,SYSTEM,~B20~
GMNUYQUSWT,44.052287,12.554089,Attivo,800390,Non presente,Verificato,0,Rimini,Purple,~B3~~B20~
ILILHJKRCW,44.0193296,12.54601,Attivo,800391,Non presente,Non verificato,0,Rimini,SYSTEM,~B20~
OAHHCRDEQJ,44.0407856,12.572457,Attivo,800392,Non presente,Non verificato,0,Rimini,SYSTEM,~B7~~B3~~B20~
FCPYYUCIQL,44.0813406,12.530577,Non attivo,800393,Non presente,Non verificato,0,Rimini,SYSTEM,~B20~
FGBSYQXGBG,44.0830342,12.532787,Attivo,800394,Non presente,Verificato,0,Rimini,lucamonte,~B3~~B20~
PUNEAMJMGL,44.009176,12.596636,Non attivo,800395,Non presente,Non verificato,0,Rimini,SYSTEM,~B20~
WVHJRDKCIC,44.0083112,12.5977066,Attivo,800396,Non presente,Verificato,0,Rimini,lucamonte,~B3~~B20~
GKYOPPNAGL,44.0528198,12.5926932,Attivo,800397,Non presente,Verificato,0,Rimini,lucamonte,~B7~~B3~~B20~
BGDENTJNYY,44.025513,12.622415,Non attivo,800398,Non presente,Non verificato,0,Rimini,SYSTEM,~B20~
OKVWRLPSSE,44.0288863,12.6254487,Attivo,800399,Non presente,Verificato,0,Rimini,lucamonte,~B3~~B20~
GABGGEHSYX,44.0312873,12.613023,Non attivo,800400,Non presente,Non verificato,0,Rimini,SYSTEM,~B20~
DQTUBPVICA,44.0350916,12.616759,Attivo,800401,Non presente,Verificato,0,Rimini,lucamonte,~B3~~B20~
DWSUHCGYNT,44.5270588,11.296848,Attivo,800402,Non presente,Non verificato,0,Bologna,SYSTEM,~B3~~B20~
IXPXTUDKOR,44.070576,12.574545,Attivo,800403,Non presente,Non verificato,0,Rimini,SYSTEM,~B3~
IWTHKDRSFE,44.0757116,12.547583,Non attivo,800404,Non presente,Non verificato,0,Rimini,SYSTEM,~B20~
YVJVMUKKYL,44.080635,12.5493427,Attivo,800405,Non presente,Verificato,0,Rimini,lucamonte,~B7~~B3~~B20~
DKEKIEJOSS,44.034812,12.557003,Attivo,800406,Non presente,Non verificato,0,Rimini,SYSTEM,~B20~
RGSTLDKESS,44.039724,12.555766,Attivo,800407,Non presente,Verificato,0,Rimini,Purple,~B3~~B20~
KURGKPHPGU,44.040187,12.591021,Non attivo,800408,Non presente,Non verificato,0,Rimini,SYSTEM,~B20~
SFVYRCUMSL,44.0418217,12.6067062,Attivo,800409,Non presente,Verificato,0,Rimini,lucamonte,~B3~~B20~
UUWXTUKJLL,44.665111,10.9186169,Attivo,800410,Non presente,Verificato,0,Modena,lucamonte,~B3~
TUVUYJTYRB,44.6333661,10.9313307,Attivo,800411,Non presente,Verificato,0,Modena,lucamonte,~B7~~B3~
QLBHOMMDXY,44.6392601,10.8923813,Attivo,800412,Non presente,Verificato,0,Modena,lucamonte,~B3~
ALQKEQGYWQ,44.639043,10.9620463,Attivo,800413,Non presente,Verificato,0,Modena,lucamonte,~B3~
VQBSDLGAAJ,44.6547096,10.897596,Non attivo,800414,Non presente,Non verificato,0,Modena,SYSTEM,~B20~
FNGGBWIHIS,44.6557989,10.8923467,Attivo,800415,Non presente,Verificato,0,Modena,djandrea,~B3~~B20~
KGYMQRARTL,44.6390793,10.974712,Attivo,800416,Non presente,Non verificato,0,Modena,SYSTEM,~B20~
CXQGDOIOHM,44.6319782,10.9646815,Attivo,800417,Non presente,Verificato,0,Modena,lucamonte,~B3~~B20~
WQNVECXPDE,44.6682253,10.925628,Non attivo,800418,Non presente,Non verificato,0,Modena,SYSTEM,~B20~
JKKGPQUATI,44.6694981,10.9270183,Attivo,800419,Non presente,Verificato,0,Modena,lucamonte,~B3~~B20~
QRLCNGPFTB,44.6781466,10.939978,Attivo,800420,Non presente,Non verificato,0,Modena,SYSTEM,~B20~
HXVTLHJYSF,44.6701721,10.9395734,Attivo,800421,Non presente,Verificato,0,Modena,lucamonte,~B3~~B20~
AOFRYVGRGU,44.6087303,10.858319,Non attivo,800422,Non presente,Non verificato,0,Modena,SYSTEM,~B20~
VQLOXNHBBJ,44.6109612,10.8574799,Attivo,800423,Non presente,Verificato,0,Modena,lucamonte,~B3~~B20~
BRSXBYGBOS,44.6022593,10.979946,Non attivo,800424,Non presente,Non verificato,0,San Damaso,SYSTEM,~B20~
NEPWGENQAB,44.5970636,10.9724394,Attivo,800425,Non presente,Verificato,0,San Damaso,lucamonte,~B3~~B20~
HGMIOHHCIE,44.6197133,10.925941,Non attivo,800426,Non presente,Non verificato,0,Modena,SYSTEM,~B20~
LOAMSAJOHJ,44.6224057,10.9275431,Attivo,800427,Non presente,Verificato,0,Modena,lucamonte,~B3~~B20~
WLIUMYKNAI,44.682538,10.908188,Attivo,800428,Non presente,Non verificato,0,Modena,SYSTEM,~B20~
WRUXTYWNFS,44.6824395,10.905675,Attivo,800429,Non presente,Non verificato,0,Modena,SYSTEM,~B3~~B20~
PVOXIHRNHK,44.6316606,10.876707,Non attivo,800430,Non presente,Non verificato,0,Modena,SYSTEM,~B20~
BVHHDFOEPN,44.6320254,10.8751413,Attivo,800431,Non presente,Verificato,0,Modena,lucamonte,~B3~~B20~
HIFUQNETOT,44.653053,10.876019,Non attivo,800432,Non presente,Non verificato,0,Modena,SYSTEM,~B20~
SMWTXBQTUB,44.6512648,10.8771362,Attivo,800433,Non presente,Verificato,0,Modena,lucamonte,~B3~~B20~
BUOVFPWLEF,44.637714,10.978174,Non attivo,800434,Non presente,Non verificato,0,Modena,SYSTEM,~B20~
WJYNSMBMIX,44.6371814,10.9779504,Attivo,800435,Non presente,Verificato,0,Modena,lucamonte,~B3~~B20~
EEPOOFTGWJ,44.6392891,10.9727569,Attivo,800436,Non presente,Verificato,0,Modena,lucamonte,~B3~
NJDFCJETMU,44.6547634,10.9653563,Attivo,800437,Non presente,Verificato,0,Modena,lucamonte,~B3~
RUPXPWLQNI,44.7786913,10.892818,Attivo,800438,Non presente,Non verificato,0,Carpi,SYSTEM,~B3~
BATCMXGCOA,44.6691853,10.896247,Attivo,800439,Non presente,Non verificato,0,Modena,SYSTEM,~B20~
XNFDSAKCTQ,44.7886623,10.881534,Attivo,800440,Non presente,Non verificato,0,Carpi,SYSTEM,~B3~
PICNKOTIUA,44.7991703,10.869314,Attivo,800441,Non presente,Non verificato,0,Carpi,SYSTEM,~B3~
MEIWKMOGEH,44.6431913,10.808746,Attivo,800446,Non presente,Non verificato,0,Modena,SYSTEM,~B20~
GCGSQRQPOX,44.6451596,10.81563,Attivo,800447,Non presente,Non verificato,0,Modena,SYSTEM,~B3~~B20~
AMEMHSEVRP,44.688991,10.969766,Attivo,800448,Non presente,Non verificato,0,Albareto,SYSTEM,~B20~
VYRFJICRSC,44.68742,10.966285,Attivo,800449,Non presente,Non verificato,0,Modena,SYSTEM,~B3~~B20~
NTWXVVMYTS,44.583991,10.937558,Non attivo,800450,Non presente,Non verificato,0,Portile,SYSTEM,~B20~
PLCPAULBBM,44.5813963,10.9337263,Attivo,800451,Non presente,Verificato,0,Modena,lucamonte,~B3~~B20~
UDXYNEGFTC,44.779097,10.889628,Attivo,800452,Non presente,Non verificato,0,Carpi,SYSTEM,~B20~
KLWHHKHSFY,44.7779543,10.884487,Attivo,800453,Non presente,Non verificato,0,Carpi,SYSTEM,~B3~~B20~
OGHXOLLQYD,44.6269306,10.923767,Non attivo,800454,Non presente,Non verificato,0,Modena,SYSTEM,~B20~
VMYUEVKBJU,44.6290173,10.9253355,Attivo,800455,Non presente,Verificato,0,Modena,lucamonte,~B3~~B20~
YPTCOCGHMS,44.633077,10.905045,Non attivo,800456,Non presente,Non verificato,0,Modena,SYSTEM,~B20~
BJHDPVPSVW,44.6354059,10.9052243,Attivo,800457,Non presente,Verificato,0,Modena,lucamonte,~B3~~B20~
OCOPNOBHBJ,44.6526226,10.853965,Non attivo,800458,Non presente,Non verificato,0,Modena,SYSTEM,~B20~
MMLOMYBNTS,44.6506255,10.8552878,Attivo,800459,Non presente,Verificato,0,Modena,lucamonte,~B3~~B20~
UIRLANCVEN,44.6559307,10.9067691,Non attivo,800460,Non presente,Verificato,0,Modena,djandrea,~B20~
NMMHCNLNWT,44.6559307,10.9067691,Attivo,800461,Non presente,Verificato,0,Modena,djandrea,~B3~~B20~
WEJFVEXRBA,44.5986973,10.920624,Non attivo,800462,Non presente,Non verificato,0,Modena,SYSTEM,~B20~
COXJTECBQK,44.5985185,10.9294845,Attivo,800463,Non presente,Verificato,0,Modena,lucamonte,~B3~~B20~
PSLWMWEAVP,44.788165,10.893438,Attivo,800464,Non presente,Non verificato,0,Carpi,SYSTEM,~B20~
BWAQSOMIHE,44.7883443,10.89119,Attivo,800465,Non presente,Non verificato,0,Carpi,SYSTEM,~B3~~B20~
ACEBCUBGIJ,44.657739,10.862248,Non attivo,800466,Non presente,Non verificato,0,Modena,SYSTEM,~B20~
KURRLSMDGM,44.6559939,10.8601678,Attivo,800467,Non presente,Verificato,0,Modena Fiera,lucamonte,~B7~~B3~~B20~
NFAXBASEPD,44.6240833,10.972638,Non attivo,800468,Non presente,Non verificato,0,Modena,SYSTEM,~B20~
IWAUEXAGCV,44.6285344,10.972619,Attivo,800469,Non presente,Verificato,0,Modena,lucamonte,~B3~~B20~
YINCVVGCBL,44.651083,10.942803,Non attivo,800470,Non presente,Non verificato,0,Modena,SYSTEM,~B20~
AMCSDVBQPG,44.6523689,10.9425752,Attivo,800471,Non presente,Verificato,0,Modena,lucamonte,~B3~~B20~
QXEPHSKBRS,44.6471206,10.89271,Non attivo,800472,Non presente,Non verificato,0,Modena,SYSTEM,~B20~
TPLTAXLDUO,44.6477528,10.8945231,Attivo,800473,Non presente,Verificato,0,Modena,djandrea,~B3~~B20~
LAYWHUPHUV,44.787325,10.859474,Attivo,800474,Non presente,Non verificato,0,Carpi,SYSTEM,~B20~
HGFCMQIPAH,44.7868636,10.863317,Attivo,800475,Non presente,Non verificato,0,Carpi,SYSTEM,~B3~~B20~
HDIYTPIHVK,44.8259418,10.862808,Attivo,800476,Non presente,Non verificato,0,Migliarina,SYSTEM,~B3~~B20~
LYGMPAHKKT,44.8260225,10.85366,Attivo,800477,Non presente,Non verificato,0,Carpi,SYSTEM,~B3~~B20~
IBSPRHWFKH,44.6260652,10.900242,Attivo,800478,Non presente,Verificato,0,Modena,lucamonte,~B3~
HXVCYSYLAY,44.5845256,10.974105,Non attivo,800479,Non presente,Non verificato,0,San Donnino,SYSTEM,~B20~
CBYCTQRAPS,44.585504,10.9737615,Attivo,800480,Non presente,Verificato,0,San Donnino,lucamonte,~B3~~B20~
IKFLALFROI,44.6530613,10.924546,Attivo,800481,Non presente,Non verificato,0,Modena,SYSTEM,~B7~~B3~
AYVGRFPAWW,44.683223,10.892842,Attivo,800482,Non presente,Non verificato,0,Lesignana,SYSTEM,~B20~
LAKHRBAVUJ,44.6819013,10.894156,Attivo,800483,Non presente,Non verificato,0,Lesignana,SYSTEM,~B3~~B20~
UETQDKGEAA,44.6572863,10.922258,Non attivo,800484,Non presente,Non verificato,0,Modena,SYSTEM,~B20~
FSFNNTIPXQ,44.6606658,10.9212494,Attivo,800485,Non presente,Verificato,0,Modena,lucamonte,~B3~~B20~
TUVTYWSHNW,44.8306733,11.61409,Attivo,800486,Non presente,Non verificato,0,Ferrara,SYSTEM,~B20~
CQGJXMTJNN,44.6348012,10.9228681,Attivo,800487,Non presente,Verificato,0,Modena,lucamonte,~B3~~B20~
BACBWBMOSK,44.4887675,11.3349402,Attivo,800488,Non presente,Verificato,0,Bologna,lucamonte,~B7~~B3~
DITACXPBHD,44.6507325,10.9594608,Attivo,800489,Non presente,Verificato,0,Modena,lucamonte,~B3~
AFQCEUGQER,42.964914,12.692336,Attivo,800490,Non presente,Non verificato,0,Foligno,SYSTEM,~B20~
LKGOGUHBLB,42.9654171,12.69402,Attivo,800491,Non presente,Non verificato,0,Foligno,SYSTEM,~B3~~B20~
RYWOISYOAP,42.957049,12.703428,Attivo,800492,Non presente,Non verificato,0,Foligno,SYSTEM,~B20~
MEFDDLLNQP,42.9545396,12.70318,Attivo,800493,Non presente,Non verificato,0,Foligno,SYSTEM,~B7~~B3~~B20~
VRBUGCDKOV,43.0341883,12.758681,Attivo,800494,Non presente,Non verificato,0,Foligno,SYSTEM,~B20~
HKXKPEGPHX,42.9818723,12.673516,Attivo,800495,Non presente,Non verificato,0,Spello,SYSTEM,~B20~
IAXUPISSVS,42.9325105,12.716002,Attivo,800496,Non presente,Non verificato,0,Foligno,SYSTEM,~B20~
UNDQTSWPAY,42.929712,12.715147,Attivo,800497,Non presente,Non verificato,0,Foligno,SYSTEM,~B3~~B20~
LMSOEIXJYB,42.949221,12.715884,Attivo,800498,Non presente,Non verificato,0,Foligno,SYSTEM,~B20~
LCSVIIVWVY,42.94766,12.71348,Attivo,800499,Non presente,Non verificato,0,Foligno,SYSTEM,~B3~~B20~
TNPYXVGCDS,42.963569,12.719011,Attivo,800500,Non presente,Non verificato,0,Foligno,SYSTEM,~B20~
RLGLRIFCDI,42.9609672,12.717318,Attivo,800501,Non presente,Non verificato,0,Foligno,SYSTEM,~B3~~B20~
GCSUCYLUOU,44.8298737,11.6128708,Attivo,800502,Non presente,Verificato,0,Ferrara,lucamonte,~B3~~B20~
QYIRVTGGNU,42.9827988,12.736524,Attivo,800503,Non presente,Non verificato,0,Foligno,SYSTEM,~B3~~B20~
WKMIAGMVYM,42.9092663,12.722748,Attivo,800504,Non presente,Non verificato,0,Foligno,SYSTEM,~B3~~B20~
SEHTJSNFOK,44.6950653,10.634852,Attivo,800505,Non presente,Non verificato,0,Reggio Emilia,SYSTEM,~B20~
HJHBNLKANR,44.6944018,10.63318,Attivo,800506,Non presente,Non verificato,0,Reggio Emilia,SYSTEM,~B3~~B20~
SGGOTPQOIQ,44.683509,10.655784,Non attivo,800507,Non presente,Non verificato,0,Reggio Emilia,SYSTEM,~B20~
HMRWPBEHNC,44.6857117,10.6530194,Attivo,800508,Non presente,Verificato,0,Reggio Emilia,lucamonte,~B3~~B20~
TVRWXBGBXP,44.7125633,10.634538,Non attivo,800509,Non presente,Non verificato,0,Reggio Emilia,SYSTEM,~B20~
KJAGNAPAMA,44.7106002,10.6346052,Attivo,800510,Non presente,Verificato,0,Reggio Emilia,lucamonte,~B3~~B20~
UDJXFFGDJQ,44.7064755,10.607942,Attivo,800511,Non presente,Non verificato,0,Reggio Emilia,SYSTEM,~B3~
LFNWJSWDUN,44.672889,10.638811,Non attivo,800512,Non presente,Non verificato,0,Reggio Emilia,SYSTEM,~B20~
TMPVNMJKWS,44.671838,10.640272,Attivo,800513,Non presente,Verificato,0,Reggio Emilia,lucamonte,~B3~~B20~
HCHVGRIIRE,44.6773308,10.6539643,Attivo,800515,Non presente,Verificato,0,Reggio Emilia,lucamonte,~B3~
IMGCWAJIIH,44.7123036,10.593345,Non attivo,800516,Non presente,Non verificato,0,Reggio Emilia,SYSTEM,~B20~
EASRHXYJYC,44.7119381,10.5941497,Attivo,800517,Non presente,Verificato,0,Reggio Emilia,lucamonte,~B3~~B20~
HAYJMWDUAK,44.6804,10.619822,Attivo,800518,Non presente,Non verificato,0,Reggio Emilia,SYSTEM,~B20~
BYIFHTKXKF,44.6821706,10.618191,Attivo,800519,Non presente,Non verificato,0,Reggio Emilia,SYSTEM,~B3~~B20~
TDINJEVPXU,44.7369633,10.605547,Attivo,800520,Non presente,Non verificato,0,Sesso,SYSTEM,~B20~
LEKTQSYQXM,44.7379435,10.606754,Attivo,800521,Non presente,Non verificato,0,Sesso,SYSTEM,~B3~~B20~
XTYPFMOVGF,44.7179513,10.649019,Non attivo,800522,Non presente,Non verificato,0,Reggio Emilia,SYSTEM,~B20~
EEQKNOXBTG,44.7145906,10.6487001,Attivo,800523,Non presente,Verificato,0,Reggio Emilia,lucamonte,~B3~~B20~
EDKSAXFWKO,44.671716,10.590333,Non attivo,800524,Non presente,Non verificato,0,Reggio nell Emilia,SYSTEM,~B20~
NNBYMPKGQG,44.6715257,10.5965347,Attivo,800525,Non presente,Verificato,0,Reggio Emilia,lucamonte,~B3~~B20~
JBQFCPYPBB,44.697188,10.611217,Attivo,800526,Non presente,Non verificato,0,Reggio Emilia,SYSTEM,~B20~
NYFDEECDUW,44.6974121,10.610951,Attivo,800527,Non presente,Non verificato,0,Reggio Emilia,SYSTEM,~B3~~B20~
QUEPQSEADU,44.7003186,10.665489,Attivo,800528,Non presente,Non verificato,0,Reggio Emilia,SYSTEM,~B20~
NVTEBKMHRD,44.7019545,10.661868,Attivo,800529,Non presente,Non verificato,0,Reggio Emilia,SYSTEM,~B3~~B20~
YBYYXQLCJV,44.7059605,10.626581,Attivo,800530,Non presente,Non verificato,0,Reggio Emilia,SYSTEM,~B3~
FWIACRTJII,44.653761,10.598318,Attivo,800531,Non presente,Non verificato,0,Villa Corbelli,SYSTEM,~B20~
XKWVLILOYX,44.6519168,10.59686,Attivo,800532,Non presente,Non verificato,0,Reggio nell Emilia,SYSTEM,~B3~~B20~
WCSAFMIFBV,44.691744,10.64203,Attivo,800533,Non presente,Non verificato,0,Reggio Emilia,SYSTEM,~B3~
FFJKQVCTHU,44.6938203,10.601863,Attivo,800534,Non presente,Non verificato,0,Reggio Emilia,SYSTEM,~B3~
AFNCALYXXL,44.6860326,10.646276,Attivo,800535,Non presente,Non verificato,0,Reggio Emilia,SYSTEM,~B3~
KNXFDAHUQK,44.7005843,10.641699,Attivo,800536,Non presente,Non verificato,0,Reggio Emilia,SYSTEM,~B20~
VDVVRLMSXU,44.7004821,10.644252,Attivo,800537,Non presente,Non verificato,0,Reggio Emilia,SYSTEM,~B3~~B20~
EEGMJAKTLY,44.678243,10.710516,Attivo,800538,Non presente,Non verificato,0,Reggio Emilia,SYSTEM,~B20~
MOVVGSOOCG,44.672701,10.710541,Attivo,800539,Non presente,Non verificato,0,Reggio Emilia,SYSTEM,~B3~~B20~
ASHYUTKHTH,44.7120233,10.6214108,Attivo,800540,Non presente,Verificato,0,Reggio Emilia,lucamonte,~B3~
KVQEGPCNET,44.6957806,10.61894,Attivo,800541,Non presente,Non verificato,0,Reggio Emilia,SYSTEM,~B3~
IHTUMMPAXK,44.7512946,10.536185,Non attivo,800542,Non presente,Non verificato,0,Reggio nell Emilia,SYSTEM,~B20~
QVCYXKPXQR,44.7329245,10.5385597,Attivo,800543,Non presente,Verificato,0,Reggio nell Emilia,lucamonte,~B3~~B20~
YBPTKUGTOL,44.713833,10.696053,Attivo,800544,Non presente,Non verificato,0,Reggio nell Emilia,SYSTEM,~B20~
WRIFDXFHMD,44.7140922,10.689083,Attivo,800545,Non presente,Non verificato,0,Reggio Emilia,SYSTEM,~B3~~B20~
DUIFYCGLXV,44.7314173,10.634519,Attivo,800546,Non presente,Non verificato,0,Reggio Emilia,SYSTEM,~B20~
PYHLJNUEQF,44.7330067,10.643488,Attivo,800547,Non presente,Non verificato,0,Reggio Emilia,SYSTEM,~B3~~B20~
RSJPEUETDW,44.7421746,10.654423,Attivo,800548,Non presente,Non verificato,0,Reggio Emilia,SYSTEM,~B20~
GCTRRCBGQT,44.7442836,10.653576,Attivo,800549,Non presente,Non verificato,0,Reggio Emilia,SYSTEM,~B3~~B20~
IABTJHEBFT,44.690544,10.620851,Attivo,800551,Non presente,Non verificato,0,Reggio Emilia,SYSTEM,~B3~
SXDJXGTCJQ,44.7252666,10.621355,Non attivo,800552,Non presente,Non verificato,0,Reggio nell Emilia,SYSTEM,~B20~
WYAVFKHHVE,44.722324,10.6180171,Attivo,800553,Non presente,Verificato,0,Reggio nell Emilia,lucamonte,~B3~~B20~
MCROFQXARM,44.7149829,10.6124297,Attivo,800555,Non presente,Verificato,0,Reggio Emilia,lucamonte,~B3~
YMFFTPDJLR,44.7172253,10.581459,Attivo,800557,Non presente,Non verificato,0,Reggio Emilia,SYSTEM,~B3~
LGPIPXPFAB,44.650137,10.644013,Attivo,800558,Non presente,Non verificato,0,Fogliano,SYSTEM,~B20~
NOOYCETCOJ,44.6554763,10.64569,Attivo,800559,Non presente,Non verificato,0,Fogliano,SYSTEM,~B3~~B20~
YWJKFUVWCW,44.6810873,10.686148,Non attivo,800560,Non presente,Non verificato,0,Reggio nell Emilia,SYSTEM,~B20~
DNQQPAXYEK,44.6776617,10.6895707,Attivo,800561,Non presente,Verificato,0,Reggio Emilia,lucamonte,~B3~~B20~
HVAQJQTPMF,44.680096,10.58773,Attivo,800562,Non presente,Non verificato,0,Reggio Emilia,SYSTEM,~B20~
VWRQTAWRKK,44.6826645,10.596754,Attivo,800563,Non presente,Non verificato,0,Reggio Emilia,SYSTEM,~B3~~B20~
FILYJVITGE,44.7062533,10.614188,Non attivo,800564,Non presente,Non verificato,0,Reggio Emilia,SYSTEM,~B20~
SCECNMJQYK,44.7075359,10.6126951,Attivo,800565,Non presente,Verificato,0,Reggio Emilia,lucamonte,~B3~~B20~
QCLFYEFINS,44.6931306,10.6540193,Attivo,800566,Non presente,Verificato,0,Reggio Emilia,lucamonte,~B3~~B20~
MQUUHEALOW,44.7263636,10.709614,Attivo,800567,Non presente,Non verificato,0,Reggio nell Emilia,SYSTEM,~B20~
GADFHSCOPU,44.7306732,10.711228,Attivo,800568,Non presente,Non verificato,0,Reggio nell Emilia,SYSTEM,~B3~~B20~
DSTPTRDEEP,44.651978,10.76394,Attivo,800569,Non presente,Non verificato,0,Reggio nell Emilia,SYSTEM,~B20~
BKVSNUCQNR,44.6517911,10.758525,Attivo,800570,Non presente,Non verificato,0,Bagno,SYSTEM,~B3~~B20~
OXKAHEWHSX,43.99295,12.52426,Attivo,800571,Non presente,Non verificato,0,Cerasolo,SYSTEM,~B20~
PLQMHLCXTD,43.988754,12.53081,Attivo,800572,Non presente,Verificato,0,Cerasolo,Purple,~B3~~B20~
WTXPEPYSMM,44.034435,12.586202,Attivo,800573,Non presente,Non verificato,0,Rimini,SYSTEM,~B20~
CYMPQMMEJQ,44.0362151,12.584604,Attivo,800574,Non presente,Non verificato,0,Rimini,SYSTEM,~B3~~B20~
MJKGNCORVV,43.1106517,12.3889878,Attivo,800575,Non presente,Verificato,0,Perugia,lucamonte,~B7~~B3~~B20~
CTJUTMORKF,44.8361893,11.620887,Attivo,800578,Non presente,Non verificato,0,Ferrara,SYSTEM,~B3~
XUINURYALD,44.764032,11.633444,Attivo,800579,Non presente,Non verificato,0,Ferrara,SYSTEM,~B20~
MWHQGPJAFO,44.7633305,11.638759,Attivo,800580,Non presente,Non verificato,0,Ferrara,SYSTEM,~B3~~B20~
MOFGQJCAMQ,44.862794,11.64908,Attivo,800581,Non presente,Non verificato,0,Ferrara,SYSTEM,~B20~
HYUWTNARVG,44.8637105,11.65293,Attivo,800582,Non presente,Non verificato,0,Ferrara,SYSTEM,~B3~~B20~
MJNOVJHEHS,44.8050383,11.740916,Attivo,800583,Non presente,Non verificato,0,Quartesana,SYSTEM,~B20~
JJEFJMIHNE,44.8074058,11.73896,Attivo,800584,Non presente,Non verificato,0,Quartesana,SYSTEM,~B3~~B20~
GUKDLNPUPX,44.8461246,11.638543,Attivo,800585,Non presente,Non verificato,0,Ferrara,SYSTEM,~B20~
AYPCJJCDCV,44.8457193,11.639729,Attivo,800586,Non presente,Non verificato,0,Ferrara,SYSTEM,~B3~~B20~
WMROBXVTWO,44.7073186,11.683445,Attivo,800587,Non presente,Non verificato,0,Ferrara,SYSTEM,~B20~
KLSSUODNAX,44.7157663,11.685044,Attivo,800588,Non presente,Non verificato,0,Ferrara,SYSTEM,~B3~~B20~
NHFMEANPQP,44.819874,11.631903,Attivo,800589,Non presente,Non verificato,0,Ferrara,SYSTEM,~B20~
UHTXKNOQEV,44.821969,11.634482,Attivo,800590,Non presente,Non verificato,0,Ferrara,SYSTEM,~B3~~B20~
BMWJPLWUYB,44.8505763,11.593169,Attivo,800591,Non presente,Non verificato,0,Ferrara,SYSTEM,~B20~
LVLTPDKXDG,44.8506155,11.594218,Attivo,800592,Non presente,Non verificato,0,Ferrara,SYSTEM,~B3~~B20~
PSRCCQWRSI,44.819905,11.577783,Attivo,800593,Non presente,Non verificato,0,Ferrara,SYSTEM,~B20~
BYRRVGYHCG,44.8198946,11.579979,Attivo,800594,Non presente,Non verificato,0,Ferrara,SYSTEM,~B3~~B20~
FSFUPFIKOH,44.9026403,11.65449,Attivo,800595,Non presente,Non verificato,0,Ferrara,SYSTEM,~B20~
QPPLMNABXQ,44.8975071,11.665994,Attivo,800596,Non presente,Non verificato,0,Ferrara,SYSTEM,~B3~~B20~
WOSUANLCFJ,44.780042,11.573415,Attivo,800597,Non presente,Non verificato,0,San Martino,SYSTEM,~B20~
FHLWHMVVPO,44.8591826,11.604875,Attivo,800598,Non presente,Non verificato,0,Ferrara,SYSTEM,~B20~
BXVOATPPLP,44.8590281,11.604435,Attivo,800599,Non presente,Non verificato,0,Ferrara,SYSTEM,~B3~~B20~
QPLPLKINUG,44.858732,11.578139,Attivo,800600,Non presente,Non verificato,0,Ferrara,SYSTEM,~B20~
WGJAJYRUCJ,44.8587618,11.578572,Attivo,800601,Non presente,Non verificato,0,Ferrara,SYSTEM,~B3~~B20~
KBTFVWODBE,44.7925353,11.556741,Attivo,800602,Non presente,Non verificato,0,Ferrara,SYSTEM,~B20~
SMKKHRYLBN,44.7891803,11.555455,Attivo,800603,Non presente,Non verificato,0,Ferrara,SYSTEM,~B3~~B20~
JNTWHSCJHW,44.787726,11.655917,Attivo,800604,Non presente,Non verificato,0,Possessione Palazzo,SYSTEM,~B20~
XCCMKVLQTT,44.7842665,11.663941,Attivo,800605,Non presente,Non verificato,0,Possessione Palazzo,SYSTEM,~B3~~B20~
OOEDISGDKE,44.8391653,11.609431,Attivo,800606,Non presente,Non verificato,0,Ferrara,SYSTEM,~B20~
